# BUSCO version is: 5.4.1 
# The lineage dataset is: mycoplasmatales_odb10 (Creation date: 2020-03-06, number of genomes: 79, number of BUSCOs: 174)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
886at2085	Complete	JXQB01000001.1	252305	253756	-	537.1	436
887at2085	Complete	JXQB01000001.1	312451	314028	-	670.3	440
908at2085	Complete	JXQB01000001.1	71898	73625	+	507.1	421
913at2085	Complete	JXQB01000001.1	368886	370415	-	469.9	392
946at2085	Complete	JXQB01000001.1	103461	105212	+	381.0	439
955at2085	Complete	JXQB01000001.1	861083	862453	+	474.0	349
1041at2085	Complete	JXQB01000001.1	662266	664272	+	462.9	496
1043at2085	Complete	JXQB01000001.1	310168	311598	-	699.3	398
1064at2085	Complete	JXQB01000001.1	169828	170883	+	389.3	303
1140at2085	Complete	JXQB01000001.1	800746	802053	+	392.3	346
1146at2085	Complete	JXQB01000001.1	808688	810031	+	447.4	373
1180at2085	Complete	JXQB01000001.1	733838	734854	+	365.7	265
1182at2085	Complete	JXQB01000001.1	666029	667468	+	404.3	394
1184at2085	Complete	JXQB01000001.1	535776	537140	-	452.6	348
1307at2085	Complete	JXQB01000001.1	1004425	1006089	-	388.1	378
1328at2085	Complete	JXQB01000001.1	517517	518785	+	404.2	323
1338at2085	Complete	JXQB01000001.1	540649	542007	+	336.8	359
1371at2085	Complete	JXQB01000001.1	857078	858862	+	161.0	516
1384at2085	Complete	JXQB01000001.1	685309	686757	+	440.9	380
1410at2085	Complete	JXQB01000001.1	108093	109847	+	385.2	445
1416at2085	Complete	JXQB01000001.1	59264	60940	+	194.1	368
1451at2085	Complete	JXQB01000001.1	909897	911180	+	367.6	329
1484at2085	Complete	JXQB01000001.1	734985	736199	+	431.2	332
1490at2085	Complete	JXQB01000001.1	284078	285406	-	290.3	402
1519at2085	Complete	JXQB01000001.1	689523	690476	+	256.2	247
1529at2085	Complete	JXQB01000001.1	77833	79257	-	526.9	398
1617at2085	Complete	JXQB01000001.1	677937	678782	+	433.2	244
1633at2085	Complete	JXQB01000001.1	891344	892618	+	294.8	394
1647at2085	Complete	JXQB01000001.1	51235	52311	+	318.6	243
1679at2085	Complete	JXQB01000001.1	812642	813592	+	268.1	257
1683at2085	Complete	JXQB01000001.1	557636	558730	+	352.5	294
1693at2085	Complete	JXQB01000001.1	286847	287881	-	324.0	256
1770at2085	Complete	JXQB01000001.1	979831	980763	-	262.4	235
1797at2085	Complete	JXQB01000001.1	236353	237444	-	412.1	334
1813at2085	Complete	JXQB01000001.1	905524	906762	+	266.9	308
1827at2085	Complete	JXQB01000001.1	159559	160914	-	562.8	381
1830at2085	Complete	JXQB01000001.1	280340	281665	-	333.9	344
1851at2085	Complete	JXQB01000001.1	824648	825949	+	414.9	365
1886at2085	Complete	JXQB01000001.1	602710	603510	+	152.2	181
1930at2085	Complete	JXQB01000001.1	972778	973731	-	185.2	186
1978at2085	Complete	JXQB01000001.1	953369	954292	+	327.0	275
1992at2085	Complete	JXQB01000001.1	1013703	1014725	-	204.1	257
1993at2085	Complete	JXQB01000001.1	50067	51077	-	353.0	275
2000at2085	Complete	JXQB01000001.1	720757	722001	+	379.9	355
2014at2085	Complete	JXQB01000001.1	1009002	1009877	-	289.9	218
2086at2085	Complete	JXQB01000001.1	664570	666027	+	358.4	335
2092at2085	Complete	JXQB01000001.1	832843	833970	+	417.2	295
2116at2085	Complete	JXQB01000001.1	862490	864304	+	267.5	330
2118at2085	Complete	JXQB01000001.1	990719	993103	-	383.6	651
2170at2085	Complete	JXQB01000001.1	668312	669913	+	301.5	371
2183at2085	Complete	JXQB01000001.1	151276	152712	-	499.5	355
2279at2085	Complete	JXQB01000001.1	337181	338050	+	266.8	221
2313at2085	Complete	JXQB01000001.1	893914	895077	+	362.0	272
2353at2085	Complete	JXQB01000001.1	245625	246593	-	312.5	223
2413at2085	Complete	JXQB01000001.1	332111	332791	-	227.5	174
2451at2085	Complete	JXQB01000001.1	805940	806977	+	420.6	267
2452at2085	Complete	JXQB01000001.1	993112	994164	-	253.4	250
2529at2085	Complete	JXQB01000001.1	70645	71889	+	290.1	280
2558at2085	Complete	JXQB01000001.1	892931	893704	+	214.7	214
2568at2085	Complete	JXQB01000001.1	679447	680148	+	240.1	186
2571at2085	Complete	JXQB01000001.1	800078	800746	+	196.8	179
2577at2085	Complete	JXQB01000001.1	1008103	1008990	-	218.9	242
2636at2085	Complete	JXQB01000001.1	585534	586463	-	168.4	211
2656at2085	Complete	JXQB01000001.1	859365	860270	+	234.1	268
2666at2085	Complete	JXQB01000001.1	202988	203869	-	231.1	252
2694at2085	Complete	JXQB01000001.1	622611	623357	-	208.3	189
2695at2085	Missing
2804at2085	Complete	JXQB01000001.1	676290	676961	+	283.2	209
2868at2085	Complete	JXQB01000001.1	539153	540112	-	290.3	246
2930at2085	Complete	JXQB01000001.1	988568	989497	-	317.0	273
2936at2085	Complete	JXQB01000001.1	131477	132103	+	249.6	195
2961at2085	Complete	JXQB01000001.1	687527	688282	+	220.2	202
2972at2085	Complete	JXQB01000001.1	811433	812155	+	232.6	187
2991at2085	Complete	JXQB01000001.1	168326	168871	+	126.4	107
3001at2085	Complete	JXQB01000001.1	826969	828072	+	255.6	267
3036at2085	Complete	JXQB01000001.1	681980	682522	+	242.6	157
3066at2085	Complete	JXQB01000001.1	837883	838437	+	194.5	158
3112at2085	Complete	JXQB01000001.1	556083	556703	+	132.3	159
3146at2085	Complete	JXQB01000001.1	587914	588846	-	275.3	234
3195at2085	Complete	JXQB01000001.1	311607	312449	-	181.5	209
3266at2085	Complete	JXQB01000001.1	693101	694111	+	236.9	228
3273at2085	Complete	JXQB01000001.1	969113	970003	-	220.3	199
3282at2085	Complete	JXQB01000001.1	659351	660259	+	175.4	206
3319at2085	Complete	JXQB01000001.1	730634	731458	+	235.5	228
3342at2085	Complete	JXQB01000001.1	958740	959966	-	265.5	315
3403at2085	Complete	JXQB01000001.1	278407	279051	-	188.9	177
3406at2085	Complete	JXQB01000001.1	1006650	1007363	-	248.1	207
3445at2085	Complete	JXQB01000001.1	1006091	1006639	-	132.8	139
3486at2085	Complete	JXQB01000001.1	316903	317526	-	212.2	168
3487at2085	Complete	JXQB01000001.1	803923	804432	-	101.2	123
3504at2085	Complete	JXQB01000001.1	279604	280338	-	170.5	175
3517at2085	Complete	JXQB01000001.1	229598	230017	-	203.9	117
3531at2085	Complete	JXQB01000001.1	332791	333219	-	222.2	135
3550at2085	Complete	JXQB01000001.1	797717	798277	-	154.2	159
3570at2085	Complete	JXQB01000001.1	237447	238076	-	176.8	156
3640at2085	Complete	JXQB01000001.1	331385	331882	-	142.6	125
3656at2085	Complete	JXQB01000001.1	235512	236360	-	111.7	193
3687at2085	Complete	JXQB01000001.1	881651	882349	-	144.3	160
3833at2085	Complete	JXQB01000001.1	683151	683693	+	215.3	160
3843at2085	Complete	JXQB01000001.1	96790	97692	+	205.0	220
3848at2085	Complete	JXQB01000001.1	609599	610261	-	168.4	173
3895at2085	Complete	JXQB01000001.1	686886	687527	+	163.8	164
3904at2085	Complete	JXQB01000001.1	838774	840060	+	300.4	339
3914at2085	Complete	JXQB01000001.1	680151	680564	+	178.6	117
3920at2085	Complete	JXQB01000001.1	684088	684852	+	211.9	174
3946at2085	Complete	JXQB01000001.1	315504	316364	-	245.9	218
3960at2085	Complete	JXQB01000001.1	699252	699707	+	161.0	124
4055at2085	Complete	JXQB01000001.1	682748	683137	+	126.3	103
4100at2085	Complete	JXQB01000001.1	229041	229508	-	269.8	145
4107at2085	Complete	JXQB01000001.1	285982	286542	-	169.1	160
4128at2085	Complete	JXQB01000001.1	681253	681621	+	163.3	107
4148at2085	Complete	JXQB01000001.1	469674	470474	-	201.7	208
4184at2085	Complete	JXQB01000001.1	681635	681961	+	72.5	86
4221at2085	Complete	JXQB01000001.1	158239	158670	-	103.7	109
4257at2085	Complete	JXQB01000001.1	294515	294961	+	100.5	112
4276at2085	Complete	JXQB01000001.1	166008	166901	-	200.2	169
4293at2085	Complete	JXQB01000001.1	812157	812549	+	126.6	99
4319at2085	Complete	JXQB01000001.1	675907	676215	+	111.9	80
4322at2085	Complete	JXQB01000001.1	699707	700105	+	140.6	110
4324at2085	Complete	JXQB01000001.1	113797	114387	+	123.9	120
4330at2085	Complete	JXQB01000001.1	688739	689104	+	149.4	98
4353at2085	Complete	JXQB01000001.1	684872	685309	+	107.6	97
4367at2085	Complete	JXQB01000001.1	109939	110412	+	131.8	122
4388at2085	Complete	JXQB01000001.1	689130	689519	+	148.8	101
4488at2085	Complete	JXQB01000001.1	169107	169466	+	129.1	90
4555at2085	Complete	JXQB01000001.1	464592	465233	-	183.4	157
4584at2085	Complete	JXQB01000001.1	967643	967924	-	131.0	68
4629at2085	Complete	JXQB01000001.1	690496	690855	+	110.5	95
4648at2085	Complete	JXQB01000001.1	899849	900244	-	126.3	101
4715at2085	Complete	JXQB01000001.1	989506	989919	-	123.2	111
4756at2085	Complete	JXQB01000001.1	521806	522114	-	81.9	81
4759at2085	Complete	JXQB01000001.1	678804	679070	+	129.3	70
4923at2085	Complete	JXQB01000001.1	318853	319296	-	139.8	124
4969at2085	Complete	JXQB01000001.1	680980	681237	+	102.6	70
5049at2085	Complete	JXQB01000001.1	858867	859361	+	97.3	83
5085at2085	Complete	JXQB01000001.1	64258	64524	-	97.1	67
5097at2085	Complete	JXQB01000001.1	968243	968545	-	113.3	83
5172at2085	Complete	JXQB01000001.1	683719	684069	+	100.0	89
5176at2085	Complete	JXQB01000001.1	688294	688518	+	83.6	39
5219at2085	Complete	JXQB01000001.1	810593	810919	+	98.7	61
5230at2085	Complete	JXQB01000001.1	440542	440769	-	90.7	51
5240at2085	Complete	JXQB01000001.1	241042	241320	-	91.4	61
5243at2085	Complete	JXQB01000001.1	885537	885734	+	84.7	51
5299at2085	Complete	JXQB01000001.1	682541	682726	+	92.2	42
5328at2085	Complete	JXQB01000001.1	330941	331309	-	106.7	100
5471at2085	Complete	JXQB01000001.1	906766	907203	+	72.1	84
