# BUSCO version is: 5.4.1 
# The lineage dataset is: mycoplasmatales_odb10 (Creation date: 2020-03-06, number of genomes: 79, number of BUSCOs: 174)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
1043at2085	Complete	JFDO01000004.1	224270	225700	-	699.3	398
1064at2085	Complete	JFDO01000004.1	77766	78821	+	389.3	303
1140at2085	Complete	JFDO01000017.1	96087	97394	-	389.9	346
1146at2085	Complete	JFDO01000017.1	88125	89468	-	447.0	373
1180at2085	Complete	JFDO01000025.1	1549	2565	-	365.9	265
1182at2085	Complete	JFDO01000026.1	40870	42309	-	404.9	398
1184at2085	Complete	JFDO01000036.1	9107	10471	+	454.2	348
1307at2085	Complete	JFDO01000003.1	93	1757	-	390.0	399
1328at2085	Complete	JFDO01000015.1	4526	5794	+	404.0	322
1338at2085	Complete	JFDO01000036.1	4240	5598	-	336.4	358
1371at2085	Complete	JFDO01000017.1	40949	42733	-	160.5	515
1384at2085	Complete	JFDO01000026.1	21556	23004	-	440.9	380
1410at2085	Complete	JFDO01000004.1	16640	18394	+	382.9	443
1416at2085	Complete	JFDO01000003.1	63137	64813	+	194.5	373
1451at2085	Complete	JFDO01000016.1	83352	84635	-	369.1	329
1484at2085	Complete	JFDO01000025.1	204	1418	-	428.3	332
1490at2085	Duplicated	JFDO01000027.1	12471	13784	+	295.4	303
1490at2085	Duplicated	JFDO01000004.1	198194	199522	-	289.5	267
1519at2085	Complete	JFDO01000026.1	17837	18790	-	255.5	247
1529at2085	Complete	JFDO01000003.1	81708	83132	-	523.9	395
1617at2085	Complete	JFDO01000026.1	29531	30376	-	433.2	244
1633at2085	Complete	JFDO01000017.1	7204	8478	-	297.1	351
1647at2085	Complete	JFDO01000003.1	55108	56184	+	318.7	243
1679at2085	Complete	JFDO01000017.1	84564	85514	-	268.1	257
1683at2085	Complete	JFDO01000035.1	13111	14205	-	352.2	289
1693at2085	Complete	JFDO01000004.1	200974	202008	-	324.0	256
1770at2085	Complete	JFDO01000016.1	18655	19587	+	262.3	234
1797at2085	Complete	JFDO01000004.1	147152	148243	-	407.2	312
1813at2085	Complete	JFDO01000016.1	87769	89007	-	266.9	306
1827at2085	Complete	JFDO01000004.1	65676	67031	-	560.3	381
1830at2085	Complete	JFDO01000004.1	194453	195778	-	334.8	328
1851at2085	Complete	JFDO01000017.1	73861	75162	-	414.9	365
1886at2085	Duplicated	JFDO01000033.1	4706	5506	-	152.0	181
1886at2085	Duplicated	JFDO01000033.1	11863	12660	-	150.4	179
1930at2085	Complete	JFDO01000016.1	25679	26632	+	182.5	192
1978at2085	Complete	JFDO01000016.1	45110	46033	-	327.9	275
1992at2085	Complete	JFDO01000003.1	9372	10394	-	204.1	257
1993at2085	Complete	JFDO01000003.1	53940	54950	-	352.4	275
2000at2085	Complete	JFDO01000025.1	14403	15647	-	379.9	355
2014at2085	Complete	JFDO01000003.1	4670	5545	-	289.9	218
2086at2085	Complete	JFDO01000026.1	42311	43768	-	359.4	335
2092at2085	Complete	JFDO01000017.1	65854	66981	-	417.9	295
2116at2085	Complete	JFDO01000017.1	35508	37322	-	268.1	346
2118at2085	Complete	JFDO01000016.1	6274	8658	+	381.6	644
2170at2085	Complete	JFDO01000026.1	38425	40026	-	301.5	371
2183at2085	Complete	JFDO01000004.1	57394	58830	-	499.1	355
2279at2085	Complete	JFDO01000004.1	251275	252144	+	265.5	222
2313at2085	Complete	JFDO01000017.1	4745	5908	-	361.9	272
2353at2085	Complete	JFDO01000004.1	159771	160739	-	310.9	223
2413at2085	Complete	JFDO01000004.1	246205	246885	-	227.5	174
2451at2085	Complete	JFDO01000017.1	91180	92217	-	420.6	267
2452at2085	Complete	JFDO01000016.1	5213	6265	+	253.3	250
2529at2085	Complete	JFDO01000003.1	74520	75764	+	289.9	280
2558at2085	Complete	JFDO01000017.1	6118	6891	-	215.4	214
2568at2085	Complete	JFDO01000026.1	28165	28866	-	240.1	186
2571at2085	Complete	JFDO01000017.1	97394	98062	-	197.6	179
2577at2085	Complete	JFDO01000003.1	3771	4658	-	221.4	242
2636at2085	Complete	JFDO01000033.1	27373	28302	+	168.0	212
2656at2085	Complete	JFDO01000017.1	39542	40447	-	233.6	269
2666at2085	Complete	JFDO01000004.1	112603	113484	-	231.1	252
2694at2085	Complete	JFDO01000031.1	909	1655	+	208.5	190
2695at2085	Missing
2804at2085	Complete	JFDO01000026.1	31352	32023	-	283.3	209
2868at2085	Complete	JFDO01000036.1	6135	7094	+	292.1	249
2930at2085	Complete	JFDO01000016.1	9879	10808	+	317.2	274
2936at2085	Complete	JFDO01000004.1	37606	38232	+	250.2	197
2961at2085	Complete	JFDO01000026.1	20031	20786	-	220.2	202
2972at2085	Complete	JFDO01000017.1	86001	86723	-	232.6	187
2991at2085	Complete	JFDO01000004.1	76263	76808	+	126.4	107
3001at2085	Complete	JFDO01000017.1	71738	72841	-	252.0	267
3036at2085	Complete	JFDO01000026.1	25791	26333	-	244.3	157
3066at2085	Complete	JFDO01000017.1	61387	61941	-	195.3	158
3112at2085	Complete	JFDO01000035.1	15138	15734	-	132.7	159
3146at2085	Complete	JFDO01000033.1	24990	25922	+	276.8	234
3195at2085	Complete	JFDO01000004.1	225709	226551	-	183.0	209
3266at2085	Complete	JFDO01000026.1	14202	15212	-	236.9	228
3273at2085	Complete	JFDO01000016.1	29401	30291	+	219.8	199
3282at2085	Complete	JFDO01000026.1	48079	48987	-	176.5	206
3319at2085	Complete	JFDO01000025.1	4945	5769	-	236.7	232
3342at2085	Complete	JFDO01000016.1	39436	40662	+	264.5	279
3403at2085	Complete	JFDO01000004.1	192520	193164	-	188.9	177
3406at2085	Complete	JFDO01000003.1	2318	3154	-	247.3	207
3445at2085	Complete	JFDO01000003.1	1759	2307	-	133.2	139
3486at2085	Complete	JFDO01000004.1	231004	231627	-	212.2	168
3487at2085	Complete	JFDO01000017.1	93708	94217	+	101.2	123
3504at2085	Complete	JFDO01000004.1	193717	194451	-	170.2	169
3517at2085	Complete	JFDO01000004.1	140398	140817	-	204.9	117
3531at2085	Complete	JFDO01000004.1	246885	247313	-	222.2	135
3550at2085	Complete	JFDO01000017.1	99862	100422	+	154.1	158
3570at2085	Complete	JFDO01000004.1	148246	148875	-	176.0	156
3640at2085	Complete	JFDO01000004.1	245476	245973	-	142.6	125
3656at2085	Complete	JFDO01000004.1	146311	147159	-	109.8	193
3687at2085	Complete	JFDO01000017.1	17473	18171	+	144.3	160
3833at2085	Complete	JFDO01000026.1	24620	25162	-	215.9	160
3843at2085	Complete	JFDO01000004.1	5333	6235	+	205.4	219
3848at2085	Complete	JFDO01000032.1	4244	4906	+	169.3	173
3895at2085	Complete	JFDO01000026.1	20786	21427	-	165.2	164
3904at2085	Complete	JFDO01000017.1	59764	61050	-	302.6	349
3914at2085	Complete	JFDO01000026.1	27749	28162	-	178.6	117
3920at2085	Complete	JFDO01000026.1	23461	24225	-	211.1	177
3946at2085	Complete	JFDO01000004.1	229606	230466	-	245.9	218
3960at2085	Complete	JFDO01000026.1	8605	9060	-	161.0	124
4055at2085	Complete	JFDO01000026.1	25176	25565	-	126.3	103
4100at2085	Complete	JFDO01000004.1	139838	140305	-	269.8	145
4107at2085	Complete	JFDO01000004.1	200098	200658	-	168.5	160
4128at2085	Complete	JFDO01000026.1	26692	27060	-	163.3	107
4148at2085	Complete	JFDO01000011.1	11943	12743	-	202.7	208
4184at2085	Complete	JFDO01000026.1	26352	26678	-	72.5	86
4221at2085	Complete	JFDO01000004.1	64356	64787	-	104.0	109
4257at2085	Complete	JFDO01000004.1	208643	209089	+	100.8	112
4276at2085	Complete	JFDO01000004.1	73945	74838	-	200.2	169
4293at2085	Complete	JFDO01000017.1	85607	85999	-	126.6	99
4319at2085	Complete	JFDO01000026.1	32098	32406	-	111.9	80
4322at2085	Complete	JFDO01000026.1	8207	8605	-	140.6	110
4324at2085	Complete	JFDO01000004.1	22344	22934	+	124.3	120
4330at2085	Complete	JFDO01000026.1	19209	19574	-	149.4	98
4353at2085	Complete	JFDO01000026.1	23004	23441	-	107.6	97
4367at2085	Complete	JFDO01000004.1	18486	18959	+	131.8	122
4388at2085	Complete	JFDO01000026.1	18794	19183	-	148.8	101
4488at2085	Complete	JFDO01000004.1	77044	77403	+	129.1	90
4555at2085	Complete	JFDO01000011.1	6861	7502	-	183.4	157
4584at2085	Complete	JFDO01000016.1	31480	31761	+	131.0	68
4629at2085	Complete	JFDO01000026.1	17458	17817	-	110.5	95
4648at2085	Complete	JFDO01000016.1	94290	94688	+	126.2	101
4715at2085	Complete	JFDO01000016.1	9457	9870	+	123.2	111
4756at2085	Complete	JFDO01000015.1	8803	9111	-	81.9	81
4759at2085	Complete	JFDO01000026.1	29243	29509	-	126.6	70
4923at2085	Complete	JFDO01000004.1	232953	233396	-	139.1	124
4969at2085	Complete	JFDO01000026.1	27076	27333	-	102.6	70
5049at2085	Complete	JFDO01000017.1	40450	40944	-	95.3	83
5085at2085	Complete	JFDO01000003.1	68131	68397	-	96.3	67
5097at2085	Complete	JFDO01000016.1	30859	31161	+	113.0	83
5172at2085	Complete	JFDO01000026.1	24244	24594	-	100.0	89
5176at2085	Complete	JFDO01000026.1	19795	20019	-	83.6	39
5219at2085	Complete	JFDO01000017.1	87237	87563	-	98.7	61
5230at2085	Complete	JFDO01000009.1	224	451	-	90.7	51
5240at2085	Complete	JFDO01000004.1	151841	152119	-	91.4	61
5243at2085	Complete	JFDO01000017.1	14088	14285	-	84.7	51
5299at2085	Complete	JFDO01000026.1	25587	25772	-	92.2	42
5328at2085	Complete	JFDO01000004.1	245041	245409	-	106.7	100
5471at2085	Complete	JFDO01000016.1	87328	87765	-	69.9	84
