# BUSCO version is: 5.4.1 
# The lineage dataset is: mycoplasmatales_odb10 (Creation date: 2020-03-06, number of genomes: 79, number of BUSCOs: 174)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
3920at2085	Complete	LBMF01000007.1	51737	52501	-	211.9	174
3946at2085	Complete	LBMF01000002.1	39768	40628	+	245.9	218
3960at2085	Complete	LBMF01000007.1	36882	37337	-	161.0	124
4055at2085	Complete	LBMF01000007.1	53452	53841	-	126.3	103
4100at2085	Complete	LBMF01000002.1	126731	127198	+	269.8	145
4107at2085	Complete	LBMF01000002.1	69594	70154	+	168.5	160
4128at2085	Complete	LBMF01000007.1	54968	55336	-	163.3	107
4148at2085	Complete	LBMF01000001.1	53024	53824	+	202.1	208
4184at2085	Complete	LBMF01000007.1	54628	54954	-	72.5	86
4221at2085	Complete	LBMF01000002.1	201840	202271	+	104.0	109
4257at2085	Complete	LBMF01000002.1	61174	61620	-	100.3	112
4276at2085	Complete	LBMF01000002.1	191788	192681	+	200.2	169
4293at2085	Complete	LBMF01000004.1	181705	182088	-	126.7	99
4319at2085	Complete	LBMF01000007.1	60374	60682	-	111.9	80
4322at2085	Complete	LBMF01000007.1	36484	36882	-	140.6	110
4324at2085	Complete	LBMF01000003.1	36772	37362	-	123.9	120
4330at2085	Complete	LBMF01000007.1	47485	47850	-	149.4	98
4353at2085	Complete	LBMF01000007.1	51280	51717	-	107.6	97
4367at2085	Complete	LBMF01000003.1	40747	41220	-	131.8	122
4388at2085	Complete	LBMF01000007.1	47070	47459	-	148.8	101
4488at2085	Complete	LBMF01000002.1	189222	189581	-	129.1	90
4555at2085	Complete	LBMF01000001.1	58266	58907	+	183.1	157
4584at2085	Complete	LBMF01000004.1	32040	32321	+	131.0	68
4629at2085	Complete	LBMF01000007.1	45734	46093	-	110.5	95
4648at2085	Complete	LBMF01000004.1	93759	94157	+	126.2	101
4715at2085	Complete	LBMF01000004.1	10006	10419	+	123.2	111
4756at2085	Complete	LBMF01000001.1	5921	6229	+	81.9	81
4759at2085	Complete	LBMF01000007.1	57519	57785	-	129.3	70
4923at2085	Complete	LBMF01000002.1	36837	37280	+	138.6	124
4969at2085	Complete	LBMF01000007.1	55352	55609	-	102.6	70
5049at2085	Complete	LBMF01000004.1	134630	135124	-	97.6	84
5085at2085	Complete	LBMF01000003.1	87978	88244	+	96.3	67
5097at2085	Complete	LBMF01000004.1	31418	31720	+	112.1	83
5172at2085	Complete	LBMF01000007.1	52520	52870	-	100.0	89
5176at2085	Complete	LBMF01000007.1	48071	48295	-	83.6	39
5219at2085	Complete	LBMF01000004.1	183326	183652	-	98.7	61
5230at2085	Complete	LBMF01000001.1	82760	82987	+	90.7	51
5240at2085	Complete	LBMF01000002.1	114917	115195	+	91.4	61
5243at2085	Complete	LBMF01000004.1	108258	108455	-	84.7	51
5299at2085	Complete	LBMF01000007.1	53863	54048	-	92.2	42
5328at2085	Complete	LBMF01000002.1	24825	25193	+	106.7	100
5471at2085	Complete	LBMF01000004.1	86709	87146	-	70.1	84
