# BUSCO version is: 5.4.1 
# The lineage dataset is: mycoplasmatales_odb10 (Creation date: 2020-03-06, number of genomes: 79, number of BUSCOs: 174)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
4367at2085	Complete	CP000123.1	305075	305548	-	131.5	122
4388at2085	Complete	CP000123.1	800494	800883	-	148.8	101
4488at2085	Complete	CP000123.1	248432	248791	-	129.1	90
4555at2085	Complete	CP000123.1	8455	9096	+	183.4	157
4584at2085	Complete	CP000123.1	500770	501051	+	131.0	68
4629at2085	Complete	CP000123.1	799158	799517	-	110.5	95
4648at2085	Complete	CP000123.1	565740	566135	+	126.2	101
4715at2085	Complete	CP000123.1	478727	479140	+	123.2	111
4756at2085	Complete	CP000123.1	966122	966430	+	81.9	81
4759at2085	Complete	CP000123.1	810943	811209	-	129.3	70
4923at2085	Complete	CP000123.1	91355	91798	+	139.8	124
4969at2085	Complete	CP000123.1	808776	809033	-	102.6	70
5049at2085	Complete	CP000123.1	606618	607112	-	97.5	83
5085at2085	Complete	CP000123.1	395895	396161	+	97.1	67
5097at2085	Complete	CP000123.1	500149	500451	+	113.3	83
5172at2085	Complete	CP000123.1	805944	806294	-	100.0	89
5176at2085	Complete	CP000123.1	801495	801719	-	83.6	39
5219at2085	Complete	CP000123.1	655059	655385	-	98.7	61
5230at2085	Complete	CP000123.1	29671	29898	+	90.8	51
5240at2085	Complete	CP000123.1	169372	169650	+	91.4	61
5243at2085	Complete	CP000123.1	580246	580443	-	84.7	51
5299at2085	Complete	CP000123.1	807287	807472	-	92.2	42
5328at2085	Complete	CP000123.1	79342	79710	+	106.7	100
5471at2085	Complete	CP000123.1	558678	559115	-	69.6	84
